Date,Open,High,Low,Close,Adj Close,Volume,20d,50d,200d
2010-02-26,28.911428,29.309999,28.857143,29.231428,26.401501,126865200,28.35,,
2010-03-01,29.392857,29.928572,29.35,29.855715,26.965353,137523400,28.47,,
2010-03-02,29.99,30.118572,29.677143,29.835714,26.947287,141636600,28.57,,
2010-03-03,29.848572,29.981428,29.705715,29.904285,27.00922,93013200,28.67,,
2010-03-04,29.897142,30.131428,29.804285,30.101429,27.187279,91510300,28.75,,
2010-03-05,30.705715,31.385714,30.661428,31.278572,28.250462,224905100,28.94,,
2010-03-08,31.43,31.441429,31.178572,31.297142,28.267229,107472400,29.11,,
2010-03-09,31.187143,32.142857,31.127142,31.860001,28.775599,230064800,29.32,,
2010-03-10,31.975714,32.21143,31.885714,32.119999,29.010426,149054500,29.52,,
2010-03-11,31.987143,32.214287,31.902857,32.214287,29.095587,101425100,29.74,,
2010-03-12,32.48143,32.532856,32.25,32.371429,29.237518,104080900,29.94,,
2010-03-15,32.197144,32.214287,31.464285,31.977142,28.881401,123375700,30.11,,
2010-03-16,32.025715,32.139999,31.787144,32.064285,28.960112,111727000,30.26,29.57,
2010-03-17,32.128571,32.349998,31.895714,32.017143,28.917526,112739200,30.41,29.59,
2010-03-18,32.014286,32.142857,31.801428,32.092857,28.985914,85527400,30.57,29.62,
2010-03-19,32.112858,32.177143,31.604286,31.75,28.676247,139861400,30.71,29.66,
2010-03-22,31.495714,32.285713,31.450001,32.107143,28.998819,114104900,30.89,29.7,
2010-03-23,32.234287,32.682858,32.014286,32.622856,29.4646,150607800,31.11,29.74,
2010-03-24,32.52,32.885715,32.501427,32.767143,29.594919,149445100,31.32,29.8,
2010-03-25,32.988571,32.995716,32.32143,32.378571,29.243965,135571100,31.49,29.85,
2010-03-26,32.707142,33.135715,32.650002,32.985714,29.792334,160218800,31.68,29.91,
2010-03-29,33.285713,33.41,33.08857,33.19857,29.984579,135186100,31.85,29.98,
2010-03-30,33.799999,33.925713,33.464287,33.692856,30.431023,131827500,32.04,30.06,
2010-03-31,33.64143,33.80143,33.494286,33.57143,30.321342,107664900,32.22,30.12,
2010-04-01,33.915714,34.104286,33.25,33.709999,30.446501,150786300,32.4,30.19,
2010-04-05,33.568573,34.072857,33.53857,34.07,30.77165,171126900,32.54,30.27,
2010-04-06,34.028572,34.32,33.857143,34.220001,30.907125,111754300,32.69,30.39,
2010-04-07,34.221428,34.560001,34.094284,34.371429,31.043894,157125500,32.82,30.5,
2010-04-08,34.348572,34.505714,34.005714,34.278572,30.960022,143247300,32.92,30.6,
2010-04-09,34.490002,34.555714,34.351429,34.541428,31.197435,83545700,33.04,30.7,
2010-04-12,34.599998,34.724285,34.544285,34.612858,31.261955,83256600,33.15,30.82,
2010-04-13,34.55143,34.685715,34.444286,34.632858,31.280012,76552700,33.28,30.96,
2010-04-14,35.040001,35.115715,34.867142,35.098572,31.700649,101019100,33.44,31.11,
2010-04-15,35.111427,35.575714,35.072857,35.560001,32.117401,94196200,33.61,31.26,
2010-04-16,35.509998,35.877144,34.935715,35.342857,31.921282,187636400,33.78,31.4,
2010-04-19,35.290001,35.412857,34.53857,35.295715,31.878698,141731100,33.95,31.55,
2010-04-20,35.505714,35.607143,34.708572,34.941429,31.558714,184581600,34.09,31.69,
2010-04-21,36.971428,37.17857,36.532856,37.031429,33.446381,245597800,34.32,31.88,
2010-04-22,36.89143,38.107143,36.599998,38.067142,34.381817,198356200,34.58,32.08,
2010-04-23,38.284286,38.882858,38.142857,38.689999,34.944374,199238900,34.9,32.3,
2010-04-26,38.84,38.922855,38.312859,38.5,34.772774,119767200,35.17,32.5,
2010-04-27,38.181427,38.262856,37.217144,37.434284,33.81023,177335900,35.38,32.68,
2010-04-28,37.607143,37.714287,36.630001,37.371429,33.753464,189600600,35.57,32.84,
2010-04-29,37.574287,38.57143,37.43,38.377144,34.661819,139710200,35.81,33.03,
2010-04-30,38.472858,38.652859,37.285713,37.298573,33.687656,135615900,35.99,33.2,
2010-05-03,37.691429,38.26857,37.554287,38.049999,34.366348,113585500,36.19,33.38,
2010-05-04,37.555714,37.612858,36.67857,36.954285,33.376701,180954900,36.32,33.55,
2010-05-05,36.147144,36.877144,35.532856,36.57,33.029613,220775800,36.43,33.72,
2010-05-06,36.261429,36.892857,28.464285,35.17857,31.772898,321465200,36.48,33.85,
2010-05-07,34.815716,35.224285,32.172855,33.694286,30.432308,419004600,36.44,33.94,
2010-05-10,35.75,36.378571,35.504284,36.284286,32.771561,246076600,36.52,34.08,
2010-05-11,35.977142,37.127144,35.785713,36.645714,33.098,212226700,36.62,34.22,
2010-05-12,37.034286,37.59,36.957142,37.441429,33.816681,163594900,36.74,34.37,
2010-05-13,37.602856,37.857143,36.628571,36.908573,33.335403,149928100,36.8,34.51,
2010-05-14,36.451427,36.639999,35.642857,36.259998,32.749626,189840700,36.85,34.64,
2010-05-17,36.385715,36.597141,35.387142,36.317142,32.801243,190708700,36.9,34.74,
2010-05-18,36.71143,36.935715,35.751427,36.05143,32.561249,195669600,36.96,34.83,
2010-05-19,35.642857,36.131428,34.978573,35.477142,32.042568,256431700,36.88,34.9,
2010-05-20,34.554287,34.835712,33.744286,33.965714,30.677458,320728800,36.67,34.94,
2010-05-21,33.259998,34.92857,33.049999,34.617142,31.265823,305972800,36.47,34.99,
2010-05-24,35.325714,35.842857,35.18,35.251427,31.838703,188559700,36.31,35.05,
2010-05-25,34.192856,35.251427,33.880001,35.031429,31.640003,262001600,36.19,35.11,
2010-05-26,35.725716,36.01857,34.82143,34.872856,31.496777,212663500,36.06,35.16,
2010-05-27,35.799999,36.27,35.587143,36.192856,32.688992,166570600,35.95,35.25,
2010-05-28,37.055714,37.057144,36.192856,36.697144,33.144455,203903700,35.92,35.34,
2010-06-01,37.098572,37.991428,36.994286,37.261429,33.654114,219118200,35.88,35.45,
2010-06-02,37.791428,37.828571,37.189999,37.707142,34.056671,172137000,35.92,35.56,
2010-06-03,37.882858,37.935715,37.201427,37.58857,33.949577,162526700,35.97,35.66,
2010-06-04,36.887142,37.414288,36.375713,36.565716,33.025745,189576100,36.04,35.74,
2010-06-07,36.898571,37.021427,35.792858,35.848572,32.378029,221735500,36.15,35.81,
2010-06-08,36.177143,36.257141,35.092857,35.618572,32.170303,250192600,36.12,35.86,
2010-06-09,35.924286,35.985714,34.64143,34.742859,31.379364,213657500,36.02,35.89,
2010-06-10,34.977142,35.854286,34.599998,35.787144,32.322556,194089000,35.94,35.93,
2010-06-11,35.46143,36.265713,35.33857,36.215714,32.709625,136439800,35.9,35.98,
2010-06-14,36.565716,37.021427,36.287144,36.325714,32.808987,150740100,35.91,36.04,
2010-06-15,36.52,37.121429,36.5,37.098572,33.507027,146268500,35.95,36.1,
2010-06-16,37.299999,38.25,37.232857,38.17857,34.482452,195919500,36.05,36.18,
2010-06-17,38.657143,38.985714,38.5,38.83857,35.078571,218213800,36.22,36.27,
2010-06-18,38.892857,39.285713,38.774284,39.152859,35.362431,196155400,36.48,36.36,
2010-06-21,39.669998,39.85857,38.389999,38.595715,34.859222,194122600,36.68,36.44,
2010-06-22,38.880001,39.424286,38.785713,39.121429,35.334034,179315500,36.87,36.54,
2010-06-23,39.225716,39.237144,38.271427,38.709999,34.96244,192114300,37.06,36.62,
2010-06-24,38.714287,39.028572,38.299999,38.42857,34.708256,178569300,37.23,36.68,
2010-06-25,38.580002,38.610001,37.972858,38.099998,34.411499,137485600,37.33,36.73,
2010-06-28,38.132858,38.535713,37.78857,38.328571,34.617943,146237000,37.41,36.79,
2010-06-29,37.73143,37.77,36.328571,36.595715,33.052849,283336200,37.38,36.82,
2010-06-30,36.672855,36.852856,35.715714,35.932858,32.454166,184863000,37.29,36.84,
2010-07-01,36.328571,36.400002,34.745716,35.497143,32.060627,255724000,37.18,36.81,
2010-07-02,35.784286,35.847141,34.742859,35.277142,31.861917,173460700,37.12,36.75,
2010-07-06,35.857143,36.114285,35.165714,35.51857,32.079987,153808900,37.1,36.69,
2010-07-07,35.784286,36.967144,35.67857,36.952858,33.375423,163639000,37.17,36.66,
2010-07-08,37.497143,37.557144,36.412857,36.869999,33.300571,184536100,37.28,36.65,
2010-07-09,36.69857,37.128571,36.451427,37.08857,33.49799,108330600,37.34,36.64,
2010-07-12,36.932858,37.407143,36.408573,36.755714,33.197357,140719600,37.37,36.61,
2010-07-13,36.617142,36.628571,35.204285,35.971428,32.488995,297731000,37.35,36.58,
2010-07-14,35.625713,36.542858,35.57143,36.104286,32.608997,203011900,37.3,36.54,
2010-07-15,35.46143,36.709999,35.328571,35.921429,32.443844,206216500,37.19,36.52,
2010-07-16,36.168571,36.424286,35.487144,35.700001,32.243847,259964600,37.03,36.51,
2010-07-19,35.697144,35.697144,34.228573,35.082859,31.686455,256119500,36.83,36.5,
2010-07-20,34.700001,36.128571,34.287144,35.984287,32.500607,268737700,36.7,36.55,
2010-07-21,37.869999,37.878571,36.285713,36.32,32.803818,296417800,36.56,36.55,
2010-07-22,36.811428,37.142857,36.472858,37.002857,33.420574,161329700,36.47,36.56,
2010-07-23,36.727142,37.197144,36.611427,37.134285,33.539276,133347200,36.41,36.55,
2010-07-26,37.142857,37.157143,36.815716,37.040001,33.454121,105137900,36.35,36.55,
2010-07-27,37.267143,37.828571,37.185715,37.725716,34.073456,146192900,36.32,36.58,
2010-07-28,37.667141,37.998573,37.17857,37.279999,33.670876,129996300,36.36,36.6,
2010-07-29,37.244286,37.521427,36.585712,36.872856,33.303162,160951700,36.4,36.62,
2010-07-30,36.555714,37.099998,36.414288,36.75,33.192192,112052500,36.47,36.64,
2010-08-02,37.205715,37.512856,37.08857,37.407143,33.785721,107013900,36.57,36.71,
2010-08-03,37.287144,37.60857,37.060001,37.418571,33.796047,104413400,36.67,36.77,
2010-08-04,37.548573,37.754284,37.187141,37.568573,33.931522,105093800,36.7,36.82,
2010-08-05,37.389999,37.597141,37.221428,37.385715,33.766369,72274300,36.73,36.86,
2010-08-06,37.111427,37.355713,36.804287,37.155716,33.558636,111224400,36.73,36.91,
2010-08-09,37.354286,37.450001,37.081429,37.392857,33.77282,75782000,36.76,36.93,
2010-08-10,37.121429,37.207142,36.792858,37.058571,33.470898,112980000,36.82,36.94,
2010-08-11,36.485714,36.527142,35.687141,35.741428,32.281265,155013600,36.8,36.91,
2010-08-12,35.241428,36.157143,35.16,35.970001,32.487709,133730100,36.8,36.87,
2010-08-13,35.950001,35.982857,35.584286,35.585712,32.140629,88717300,36.79,36.83,
2010-08-16,35.368572,35.715714,35.23143,35.377144,31.952248,79607500,36.81,36.81,
2010-08-17,35.725716,36.375713,35.599998,35.995716,32.510933,105660100,36.81,36.81,
2010-08-18,36.05143,36.381428,35.939999,36.152859,32.652863,84924000,36.8,36.82,
2010-08-19,36.119999,36.21143,35.525715,35.697144,32.241257,106676500,36.74,36.84,
2010-08-20,35.627144,36.274284,35.57143,35.662857,32.210297,96057500,36.66,36.84,
2010-08-23,35.970001,36.0,35.035713,35.114285,31.714834,103510400,36.57,36.82,
2010-08-24,34.667141,34.714287,34.092857,34.275715,30.957445,150641400,36.39,36.78,
2010-08-25,34.005714,34.855713,33.885715,34.69857,31.339357,149216900,36.26,36.73,
2010-08-26,35.064285,35.107143,34.325714,34.325714,31.002602,116626300,36.14,36.65,
2010-08-27,34.535713,34.658573,33.651428,34.517143,31.175512,137097800,36.03,36.57,
2010-08-30,34.394287,35.107143,34.382858,34.642857,31.289045,95822300,35.89,36.48,
2010-08-31,34.549999,34.937141,34.335712,34.728573,31.366459,105196700,35.75,36.4,
2010-09-01,35.352856,35.922855,35.182858,35.761429,32.299328,174259400,35.66,36.33,
2010-09-02,35.894287,36.024284,35.509998,36.024284,32.536732,103856900,35.59,36.28,
2010-09-03,36.441429,36.968571,36.357143,36.967144,33.388313,130197200,35.58,36.25,
2010-09-07,36.662857,37.075714,36.607143,36.830002,33.264446,85639400,35.56,36.22,
2010-09-08,37.111427,37.77,37.014286,37.560001,33.923771,131637800,35.58,36.21,
2010-09-09,37.862858,38.074287,37.560001,37.581429,33.943127,109643800,35.67,36.23,
2010-09-10,37.598572,37.785713,37.342857,37.630001,33.987003,96885600,35.76,36.26,
2010-09-13,37.974285,38.325714,37.965714,38.148571,34.455368,97195000,35.88,36.31,
2010-09-14,38.029999,38.452858,37.931427,38.294285,34.586975,102037600,36.03,36.37,
2010-09-15,38.310001,38.625713,38.262856,38.602856,34.865673,107342200,36.16,36.44,
2010-09-16,38.605713,39.524284,38.5,39.509998,35.684994,163025800,36.33,36.49,
2010-09-17,39.669998,39.708572,39.097141,39.33857,35.530167,158619300,36.51,36.54,
2010-09-20,39.439999,40.540001,39.407143,40.46143,36.544312,164669400,36.75,36.6,
2010-09-21,40.55143,41.049999,40.398571,40.53857,36.613991,167018600,37.02,36.68,
2010-09-22,40.387142,41.139999,40.344284,41.107143,37.127522,146322400,37.36,36.78,
2010-09-23,40.904285,41.822857,40.857143,41.274284,37.278473,196529200,37.69,36.89,
2010-09-24,41.728573,41.932858,41.507141,41.759998,37.717175,162372000,38.06,37.0,
2010-09-27,41.997143,42.104286,41.572857,41.594284,37.567497,120708700,38.42,37.12,
2010-09-28,41.681427,41.681427,39.285713,40.98,37.012688,258760600,38.73,37.24,
2010-09-29,41.032856,41.401428,40.857143,41.052856,37.078495,117411000,39.05,37.34,
2010-09-30,41.285713,41.42857,40.17857,40.535713,36.611404,168347900,39.29,37.42,
2010-10-01,40.878571,40.939999,40.192856,40.360001,36.452705,112035700,39.51,37.49,
2010-10-04,40.228573,40.414288,39.681427,39.805714,35.952076,108825500,39.65,37.55,
2010-10-05,40.285713,41.349998,40.259998,41.277142,37.281059,125491800,39.87,37.63,
2010-10-06,41.369999,41.712856,40.751427,41.312859,37.313316,167717200,40.06,37.7,
2010-10-07,41.477142,41.497143,40.987144,41.317142,37.317192,102099900,40.25,37.78,
2010-10-08,41.672855,42.07143,41.42857,42.009998,37.942966,164600800,40.46,37.89,
2010-10-11,42.105713,42.462856,42.085712,42.194286,38.109413,106938300,40.67,37.99,
2010-10-12,42.201427,42.785713,41.784286,42.648571,38.519718,139636000,40.88,38.1,
2010-10-13,42.885715,43.137142,42.828571,42.877144,38.726154,157523100,41.1,38.21,
2010-10-14,43.098572,43.209999,42.914288,43.187141,39.006153,108824100,41.28,38.32,
2010-10-15,43.919998,45.0,43.558571,44.962856,40.609955,230548500,41.56,38.47,
2010-10-18,45.495716,45.57143,44.898571,45.42857,41.030582,273252700,41.81,38.64,35.07
2010-10-19,43.342857,44.824287,42.860001,44.212856,39.932568,308196000,41.99,38.77,35.14
2010-10-20,44.142857,44.892857,43.83857,44.361427,40.066761,180406100,42.16,38.92,35.21
2010-10-21,44.622856,44.962856,43.828571,44.217144,39.936436,137865000,42.3,39.09,35.28
2010-10-22,44.152859,44.291428,43.757141,43.924286,39.671928,93194500,42.41,39.25,35.35
2010-10-25,44.155716,44.514286,44.062859,44.119999,39.848705,98115500,42.54,39.42,35.41
2010-10-26,43.83857,44.248573,43.664288,44.007141,39.746758,98232400,42.69,39.59,35.48
2010-10-27,43.950001,44.271427,43.657143,43.975716,39.718384,99750700,42.84,39.75,35.56
2010-10-28,43.992859,44.0,42.985714,43.605713,39.384186,137762800,42.99,39.9,35.62
2010-10-29,43.46143,43.697144,42.98143,42.997143,38.834549,107627800,43.12,40.05,35.69
2010-11-01,43.174286,43.657143,43.171429,43.454285,39.247433,105972300,43.3,40.2,35.76
2010-11-02,43.857143,44.312859,43.857143,44.194286,39.915791,108482500,43.45,40.38,35.83
2010-11-03,44.48143,44.697144,44.075714,44.685715,40.359646,127087100,43.62,40.59,35.9
2010-11-04,45.064285,45.740002,45.004284,45.467144,41.065422,160622000,43.83,40.81,35.98
2010-11-05,45.427143,45.652859,45.25,45.304287,40.918339,90313300,43.99,41.03,36.06
2010-11-08,45.314285,45.681427,45.251427,45.517143,41.110584,70439600,44.16,41.25,36.15
2010-11-09,45.864285,45.900002,44.92857,45.154285,40.782856,95886000,44.28,41.46,36.22
2010-11-10,45.234287,45.53857,44.792858,45.432858,41.034451,96056800,44.41,41.67,36.3
2010-11-11,45.0,45.485714,44.892857,45.235714,40.8564,90321000,44.51,41.86,36.39
2010-11-12,45.142857,45.214287,43.375713,44.004284,39.744175,198961700,44.46,42.02,36.47
2010-11-15,44.065716,44.362858,43.752857,43.862858,39.616447,100901500,44.39,42.16,36.55
2010-11-16,43.674286,43.942856,42.759998,43.084286,38.91325,164412500,44.33,42.28,36.62
2010-11-17,43.028572,43.427143,42.537144,42.92857,38.77261,119862400,44.26,42.39,36.7
2010-11-18,43.599998,44.238571,43.527142,44.061428,39.795795,123622800,44.25,42.52,36.78
2010-11-19,43.995716,44.057144,43.605713,43.818573,39.576447,96210800,44.25,42.64,36.86
2010-11-22,43.811428,44.765713,43.695713,44.765713,40.431908,98268800,44.28,42.78,36.95
2010-11-23,44.349998,44.535713,43.794285,44.104286,39.834499,129861900,44.28,42.89,37.03
2010-11-24,44.57143,45.057144,44.535713,44.971428,40.617695,103431300,44.33,43.02,37.11
2010-11-26,44.82,45.385715,44.705715,45.0,40.643505,59396400,44.4,43.13,37.19
2010-11-29,45.07143,45.354286,44.482857,45.267143,40.884792,111446300,44.52,43.25,37.28
2010-11-30,44.791428,44.908573,44.41,44.450001,40.146744,125464500,44.57,43.33,37.35
2010-12-01,45.03857,45.392857,45.0,45.200001,40.824139,115437700,44.62,43.42,37.44
2010-12-02,45.361427,45.57143,44.984287,45.450001,41.049946,115709300,44.65,43.51,37.52
2010-12-03,45.287144,45.521427,45.191429,45.348572,40.958324,85523200,44.65,43.59,37.6
2010-12-06,45.52,46.047142,45.488571,45.735714,41.307999,112120400,44.67,43.67,37.69
2010-12-07,46.257141,46.284286,45.445713,45.458572,41.057674,97863500,44.67,43.75,37.77
2010-12-08,45.66143,45.860001,45.30143,45.85857,41.418957,80483900,44.7,43.84,37.86
2010-12-09,46.01857,46.07143,45.574287,45.68,41.257671,73537800,44.71,43.94,37.94
2010-12-10,45.664288,45.864285,45.514286,45.794285,41.360889,65627800,44.74,44.04,38.03
2010-12-13,46.33857,46.437141,45.857143,45.952858,41.504116,109953900,44.84,44.15,38.11
2010-12-14,45.96143,46.077145,45.57143,45.755714,41.32605,87752000,44.93,44.27,38.19
2010-12-15,45.714287,46.142857,45.598572,45.765713,41.335083,104328000,45.07,44.36,38.26
2010-12-16,45.869999,46.087143,45.728573,45.892857,41.449917,80507700,45.22,44.45,38.34
2010-12-17,45.947144,45.970001,45.747143,45.80143,41.367344,96732300,45.3,44.54,38.42
2010-12-20,45.942856,46.17857,45.46143,46.029999,41.57378,96402600,45.41,44.62,38.49
2010-12-21,46.142857,46.341427,46.007141,46.314285,41.830547,64088500,45.49,44.71,38.56
2010-12-22,46.337143,46.531429,46.221428,46.451427,41.954414,66480400,45.61,44.78,38.63
2010-12-23,46.42857,46.450001,46.167141,46.228573,41.753139,55789300,45.67,44.85,38.7
2010-12-27,46.121429,46.491428,45.931427,46.382858,41.89249,62454000,45.74,44.91,38.77
2010-12-28,46.558571,46.665714,46.437141,46.495716,41.994419,43981000,45.8,44.94,38.85
2010-12-29,46.602856,46.635715,46.442856,46.470001,41.971199,40784800,45.9,44.97,38.92
2010-12-30,46.497143,46.501427,46.150002,46.237144,41.76088,39373600,45.96,45.01,38.99
2010-12-31,46.135715,46.21143,45.901428,46.080002,41.61895,48377000,45.99,45.04,39.06
2011-01-03,46.52,47.18,46.405716,47.081429,42.52343,111284600,46.07,45.1,39.14
2011-01-04,47.491428,47.5,46.878571,47.327145,42.745358,77270200,46.15,45.17,39.21
2011-01-05,47.078571,47.762856,47.07143,47.714287,43.095013,63879900,46.27,45.24,39.29
2011-01-06,47.817142,47.892857,47.557144,47.675713,43.060177,75107200,46.36,45.31,39.36
2011-01-07,47.712856,48.049999,47.414288,48.017143,43.368553,77982800,46.47,45.39,39.44
2011-01-10,48.404285,49.032856,48.167141,48.921429,44.185291,112140000,46.63,45.5,39.52
2011-01-11,49.26857,49.279999,48.495716,48.805714,44.080776,111027000,46.77,45.61,39.6
2011-01-12,49.035713,49.204285,48.857143,49.202858,44.439476,75647600,46.94,45.73,39.68
2011-01-13,49.308571,49.52,49.121429,49.382858,44.602051,74195100,47.13,45.83,39.76
2011-01-14,49.412857,49.782856,49.205715,49.782856,44.963318,77210000,47.32,45.93,39.84
2011-01-18,47.074287,49.251427,46.57143,48.664288,43.953045,470249500,47.46,46.0,39.91
2011-01-19,49.764286,49.799999,48.125713,48.405716,43.719509,283903200,47.58,46.06,39.98
2011-01-20,48.061428,48.328571,47.16,47.525715,42.924702,191197300,47.64,46.1,40.05
2011-01-21,47.681427,47.84,46.66143,46.674286,42.155697,188600300,47.65,46.13,40.11
2011-01-24,46.695713,48.207142,46.674286,48.207142,43.540161,143670800,47.75,46.19,40.18
2011-01-25,48.047142,48.777142,47.795715,48.771427,44.049828,136717000,47.87,46.26,40.25
2011-01-26,48.994286,49.371429,48.785713,49.121429,44.365932,126718900,48.0,46.36,40.32
2011-01-27,49.111427,49.241428,48.975716,49.029999,44.28336,71256500,48.13,46.46,40.39
2011-01-28,49.167141,49.200001,47.647144,48.014286,43.365967,148014300,48.22,46.56,40.45
2011-01-31,47.971428,48.577145,47.757141,48.474285,43.781441,94311700,48.34,46.67,40.52
2011-02-01,48.757141,49.378571,48.71143,49.290001,44.518181,106658300,48.45,46.78,40.59
2011-02-02,49.207142,49.32143,49.078571,49.188572,44.426579,64738800,48.54,46.88,40.66
2011-02-03,49.114285,49.177143,48.364285,49.062859,44.31303,98449400,48.61,46.97,40.72
2011-02-04,49.091427,49.528572,49.072857,49.5,44.707851,80460100,48.7,47.08,40.77
2011-02-07,49.69857,50.464287,49.662857,50.26857,45.402016,121255400,48.81,47.18,40.83
2011-02-08,50.525715,50.78857,50.307144,50.742859,45.830387,95260200,48.91,47.3,40.89
2011-02-09,50.741428,51.285713,50.695713,51.165714,46.212303,120686300,49.02,47.42,40.96
2011-02-10,51.055714,51.42857,49.714287,50.648571,45.745232,232137500,49.1,47.54,41.03
2011-02-11,50.67857,51.114285,50.505714,50.978573,46.043278,91893200,49.18,47.66,41.09
2011-02-14,50.970001,51.354286,50.958572,51.311428,46.343914,77604100,49.25,47.77,41.16
2011-02-15,51.312859,51.424286,51.078571,51.414288,46.436817,71043700,49.39,47.9,41.23
2011-02-16,51.542858,52.128571,51.5,51.875713,46.853577,120289400,49.56,48.02,41.3
2011-02-17,51.035713,51.467144,50.931427,51.185715,46.230373,132645800,49.75,48.13,41.38
2011-02-18,51.244286,51.357143,49.931427,50.080002,45.231705,204014300,49.92,48.22,41.45
2011-02-22,48.878571,49.342857,48.245716,48.372856,43.689831,218138900,49.92,48.27,41.52
2011-02-23,48.395714,49.234287,48.372856,48.945713,44.20723,167963600,49.93,48.33,41.59
2011-02-24,49.145714,49.307144,48.33857,48.982857,44.240776,124975200,49.93,48.39,41.65
2011-02-25,49.322857,49.775715,49.257141,49.737144,44.922031,95004700,49.96,48.47,41.71
2011-02-28,50.177143,50.721428,50.16,50.458572,45.573631,100768500,50.08,48.57,41.78
2011-03-01,50.781429,50.817142,49.668571,49.901428,45.070419,114034200,50.16,48.65,41.85
2011-03-02,49.994286,50.621429,49.771427,50.302856,45.43298,150647700,50.21,48.74,41.92
2011-03-03,51.027142,51.398571,50.845715,51.365715,46.392948,125197100,50.32,48.84,41.99
2011-03-04,51.438572,51.470001,51.107143,51.42857,46.449715,113316700,50.43,48.95,42.07
2011-03-07,51.628571,51.667141,50.187141,50.765713,45.851032,136530800,50.5,49.03,42.16
2011-03-08,50.701427,51.057144,50.32143,50.822857,45.902641,89079200,50.52,49.13,42.24
2011-03-09,50.669998,50.68,50.085712,50.352856,45.478149,113326500,50.5,49.2,42.31
2011-03-10,49.874287,49.967144,49.271427,49.524284,44.729782,126884800,50.42,49.27,42.39
2011-03-11,49.332859,50.331429,49.285713,50.284286,45.416203,117770100,50.4,49.34,42.46
2011-03-14,50.454285,50.925713,50.187141,50.508572,45.61879,108989300,50.38,49.43,42.53
2011-03-15,48.871429,49.691429,48.585712,49.347141,44.56979,180270300,50.28,49.49,42.6
2011-03-16,48.857143,49.0,46.60857,47.144287,42.5802,290502800,50.07,49.49,42.65
2011-03-17,48.118572,48.515713,47.237144,47.805714,43.177589,164855600,49.87,49.5,42.7
2011-03-18,48.16143,48.314285,47.142857,47.238571,42.665352,188303500,49.67,49.49,42.75
2011-03-21,47.998573,48.534286,47.894287,48.471428,43.778862,102350500,49.59,49.51,42.81
2011-03-22,48.937141,48.945713,48.44857,48.742859,44.024014,81480700,49.61,49.52,42.87
2011-03-23,48.468571,48.602856,47.992859,48.455715,43.764664,93249100,49.58,49.51,42.93
