Date,Open,High,Low,Close,Adj Close,Volume,20d,50d,200d
2011-03-24,48.835712,49.42857,48.408573,49.281429,44.510441,101178000,49.6,49.52,43.01
2011-03-25,49.724285,50.294285,49.574287,50.220001,45.358147,112227500,49.62,49.54,43.08
2011-03-28,50.450001,50.617142,50.062859,50.062859,45.216228,77338800,49.6,49.56,43.15
2011-03-29,49.665714,50.137142,49.437141,50.137142,45.283314,88225200,49.61,49.57,43.22
2011-03-30,50.091427,50.125713,49.634285,49.804287,44.982685,82351500,49.59,49.59,43.28
2011-03-31,49.48,49.971428,49.437141,49.787144,44.967197,68504800,49.51,49.62,43.34
2011-04-01,50.158573,50.227142,49.042858,49.222858,44.45755,104665400,49.4,49.65,43.39
2011-04-04,49.187141,49.228573,48.342857,48.741428,44.022717,115021200,49.3,49.69,43.44
2011-04-05,48.14143,48.892857,48.0,48.412857,43.725956,120682800,49.18,49.7,43.49
2011-04-06,48.745716,49.128571,48.162857,48.291428,43.616287,100634800,49.07,49.69,43.53
2011-04-07,48.299999,48.632858,48.004284,48.297142,43.621449,93361800,49.01,49.67,43.58
2011-04-08,48.560001,48.592857,47.707142,47.865715,43.231789,94383800,48.89,49.65,43.63
2011-04-11,47.722858,47.952858,47.145714,47.257141,42.682137,99736700,48.73,49.63,43.67
2011-04-12,47.212856,47.675713,47.171429,47.485714,42.888577,106409800,48.64,49.61,43.72
2011-04-13,47.860001,48.02,47.502857,48.01857,43.369843,86555000,48.68,49.59,43.78
2011-04-14,47.828571,48.0,47.437141,47.488571,42.891148,75450200,48.66,49.55,43.84
2011-04-15,47.614285,47.662857,46.685715,46.779999,42.251179,113401400,48.64,49.51,43.89
2011-04-18,46.585712,47.46143,45.737144,47.407143,42.8176,152474700,48.59,49.46,43.95
2011-04-19,47.585712,48.282856,47.387142,48.265713,43.593056,104844600,48.56,49.42,44.02
2011-04-20,49.072857,49.392857,48.785713,48.915714,44.180126,175166600,48.59,49.39,44.08
2011-04-21,50.714287,50.732857,49.78857,50.099998,45.249771,188452600,48.63,49.37,44.14
2011-04-25,50.048573,50.535713,50.042858,50.43,45.547817,66636500,48.64,49.36,44.21
2011-04-26,50.517143,50.712856,49.907143,50.060001,45.21365,84700000,48.64,49.34,44.28
2011-04-27,50.32,50.335712,49.585712,50.021427,45.178799,89053300,48.63,49.32,44.35
2011-04-28,49.455715,49.964287,49.360001,49.535713,44.740101,90239800,48.62,49.28,44.41
2011-04-29,49.540001,50.564285,49.524284,50.01857,45.176212,251586300,48.63,49.24,44.48
2011-05-02,49.962856,50.067142,49.357143,49.468571,44.679466,110678400,48.64,49.21,44.55
2011-05-03,49.712856,49.984287,49.374287,49.742859,44.927204,78337000,48.69,49.2,44.63
2011-05-04,49.751427,50.261429,49.554287,49.938572,45.103962,97312600,48.77,49.23,44.7
2011-05-05,49.771427,50.135715,49.435715,49.535713,44.740101,83992300,48.83,49.24,44.76
2011-05-06,49.955715,50.0,49.458572,49.522858,44.728504,70033600,48.89,49.26,44.82
2011-05-09,49.694286,49.885715,49.504284,49.657143,44.849785,51186800,48.98,49.25,44.89
2011-05-10,49.841427,49.955715,49.522858,49.921429,45.088478,70522900,49.12,49.24,44.95
2011-05-11,49.860001,50.0,49.32,49.604286,44.802036,84000000,49.22,49.24,45.01
2011-05-12,49.445713,49.58857,48.895714,49.509998,44.716881,80500000,49.3,49.22,45.07
2011-05-13,49.380001,49.464287,48.621429,48.642857,43.933697,81529000,49.35,49.17,45.13
2011-05-16,48.457142,48.745716,47.514286,47.614285,43.0047,112443800,49.4,49.09,45.18
2011-05-17,47.42857,48.02,47.247143,48.02,43.371128,113083600,49.43,49.04,45.24
2011-05-18,48.067142,48.721428,48.0,48.552856,43.852402,83694100,49.44,48.99,45.29
2011-05-19,48.868572,48.915714,48.381428,48.647144,43.937565,65292500,49.43,48.96,45.35
2011-05-20,48.508572,48.707142,47.860001,47.888573,43.25243,84492100,49.32,48.92,45.4
2011-05-23,47.138573,47.997143,47.060001,47.771427,43.146626,95900000,49.18,48.87,45.45
2011-05-24,47.92857,47.985714,47.334286,47.455715,42.861481,80481800,49.05,48.81,45.5
2011-05-25,47.632858,48.365715,47.549999,48.111427,43.453709,73556000,48.96,48.79,45.56
2011-05-26,47.995716,48.127144,47.775715,47.857143,43.224045,55640200,48.87,48.8,45.62
2011-05-27,47.828571,48.232857,47.758572,48.201427,43.534985,50899800,48.78,48.81,45.68
2011-05-31,48.728573,49.689999,48.714287,49.689999,44.879448,104438600,48.79,48.86,45.75
2011-06-01,49.83857,50.304287,49.235714,49.35857,44.580109,138670700,48.78,48.88,45.82
2011-06-02,49.5,49.71143,49.185715,49.442856,44.656246,84695800,48.75,48.89,45.89
2011-06-03,49.025715,49.332859,48.85857,49.062859,44.31303,78312500,48.73,48.9,45.95
2011-06-06,49.385715,49.578571,48.258572,48.291428,43.616287,115485300,48.67,48.88,46.02
2011-06-07,48.310001,48.317142,47.414288,47.434284,42.842121,132446300,48.55,48.83,46.08
2011-06-08,47.397144,47.828571,47.235714,47.462856,42.867916,83430900,48.43,48.78,46.14
2011-06-09,47.607143,47.667141,47.25,47.355713,42.77116,68772200,48.32,48.72,46.2
2011-06-10,47.221428,47.380001,46.501427,46.557144,42.0499,108488800,48.17,48.65,46.26
2011-06-13,46.742859,46.901428,46.438572,46.657143,42.140217,82368300,48.07,48.59,46.32
2011-06-14,47.142857,47.607143,47.044285,47.491428,42.893726,83642300,48.07,48.56,46.39
2011-06-15,47.107143,47.185715,46.41143,46.67857,42.159576,99799000,48.0,48.52,46.45
2011-06-16,46.700001,46.954285,45.475716,46.451427,41.954414,127647800,47.89,48.48,46.51
2011-06-17,46.998573,47.035713,45.622856,45.751427,41.322186,153755000,47.75,48.43,46.56
2011-06-20,45.337143,45.385715,44.357143,45.045715,40.684795,160161400,47.61,48.36,46.6
2011-06-21,45.240002,46.542858,45.028572,46.471428,41.972477,123345600,47.54,48.33,46.65
2011-06-22,46.451427,46.985714,46.054287,46.087143,41.625397,97645800,47.47,48.31,46.7
2011-06-23,45.562859,47.384285,45.445713,47.318573,42.73761,139939800,47.43,48.31,46.75
2011-06-24,47.33857,47.592857,46.441429,46.621429,42.10796,109951800,47.37,48.28,46.79
2011-06-27,46.798573,47.700001,46.75,47.434284,42.842121,84953400,47.33,48.28,46.84
2011-06-28,47.664288,48.099998,47.634285,47.894287,43.257599,73574900,47.24,48.3,46.89
2011-06-29,48.005714,48.052856,47.41143,47.720001,43.10017,88136300,47.16,48.31,46.94
2011-06-30,47.814285,48.01857,47.548573,47.952858,43.31049,80738700,47.09,48.3,46.98
2011-07-01,47.992859,49.07143,47.742859,49.037144,44.289806,108828300,47.09,48.3,47.03
2011-07-05,49.0,49.975716,48.92857,49.918571,45.085903,88763500,47.17,48.3,47.08
2011-07-06,49.849998,50.585712,49.529999,50.251427,45.386543,111156500,47.31,48.29,47.13
2011-07-07,50.667141,51.142857,50.57143,51.028572,46.08844,99915900,47.49,48.31,47.18
2011-07-08,50.477142,51.42857,50.314285,51.387142,46.412304,122408300,47.69,48.34,47.24
2011-07-11,50.905716,51.395714,50.402859,50.57143,45.67556,110668600,47.89,48.36,47.28
2011-07-12,50.504284,51.097141,49.802856,50.535713,45.643303,112902300,48.08,48.37,47.33
2011-07-13,51.189999,51.42857,50.91143,51.145714,46.194244,97909700,48.27,48.41,47.37
2011-07-14,51.572857,51.658573,50.905716,51.110001,46.161983,107633400,48.49,48.43,47.42
2011-07-15,51.595715,52.142857,51.310001,52.131428,47.084526,121116800,48.77,48.48,47.48
2011-07-18,52.204285,53.521427,52.182858,53.400002,48.230289,143163300,49.15,48.55,47.54
2011-07-19,54.0,54.092857,53.331429,53.835712,48.623825,204786400,49.59,48.64,47.61
2011-07-20,56.58857,56.610001,55.142857,55.271427,49.920551,235335100,50.03,48.75,47.69
2011-07-21,55.278572,55.722858,54.842857,55.327145,49.970867,131633600,50.49,48.86,47.76
2011-07-22,55.474285,56.435715,55.392857,56.185715,50.746311,129182200,50.94,48.99,47.83
2011-07-25,55.764286,57.142857,55.66,56.92857,51.417252,147451500,51.45,49.14,47.91
2011-07-26,57.142857,57.785713,57.097141,57.630001,52.050777,119145600,51.96,49.32,47.99
2011-07-27,57.227142,57.52,56.021427,56.084286,50.654709,164831100,52.37,49.49,48.06
2011-07-28,55.945713,56.712856,55.447144,55.974285,50.555355,148508500,52.79,49.65,48.13
2011-07-29,55.377144,56.450001,54.857143,55.782856,50.382458,158146100,53.18,49.79,48.19
2011-08-01,56.825714,57.07143,56.052856,56.67857,51.191456,153209000,53.56,49.95,48.26
2011-08-02,56.807144,56.842857,55.478573,55.558571,50.179897,159884900,53.84,50.11,48.31
2011-08-03,55.854286,56.221428,54.605713,56.081429,50.65213,183127000,54.13,50.27,48.36
2011-08-04,55.630001,55.902859,53.907143,53.91,48.690914,217851900,54.28,50.4,48.41
2011-08-05,54.348572,54.785713,51.795715,53.374287,48.207066,301147700,54.38,50.51,48.46
2011-08-08,51.669998,52.53857,50.431427,50.458572,45.573631,285958400,54.37,50.56,48.49
2011-08-09,51.614285,53.515713,50.714287,53.43,48.257385,270645900,54.51,50.67,48.54
2011-08-10,53.021427,53.521427,51.785713,51.955715,46.925835,219664200,54.56,50.71,48.57
2011-08-11,52.931427,53.635715,52.102856,53.385715,48.217392,185492300,54.67,50.79,48.62
2011-08-12,54.009998,54.234287,53.46143,53.855713,48.64188,132244000,54.76,50.88,48.67
2011-08-15,54.232857,54.995716,54.012856,54.772858,49.470245,115136000,54.82,50.99,48.73
2011-08-16,54.502857,54.767143,53.722858,54.354286,49.09219,124687500,54.85,51.11,48.78
2011-08-17,54.615715,54.931427,54.0,54.348572,49.087021,110515300,54.8,51.25,48.84
2011-08-18,52.977142,53.235714,51.624287,52.292858,47.230335,212858800,54.65,51.35,48.88
2011-08-19,51.738571,52.42857,50.857143,50.861427,45.937477,193972100,54.39,51.42,48.91
2011-08-22,52.072857,52.125713,50.727142,50.919998,45.990379,133828800,54.09,51.51,48.94
2011-08-23,51.471428,53.377144,51.0,53.371429,48.204483,164208800,53.87,51.64,48.98
2011-08-24,53.352856,54.137142,52.942856,53.740002,48.537369,156566900,53.76,51.77,49.02
2011-08-25,52.154285,53.635715,52.142857,53.388573,48.219978,217836500,53.63,51.9,49.06
2011-08-26,53.024284,54.828571,52.971428,54.797142,49.492176,160369300,53.58,52.07,49.11
2011-08-29,55.454285,55.92857,55.42857,55.709999,50.316658,101317300,53.53,52.27,49.16
2011-08-30,55.464287,55.977142,55.172855,55.712856,50.319237,104480600,53.54,52.48,49.22
2011-08-31,55.795715,56.011429,54.55143,54.975716,49.653461,130646600,53.48,52.65,49.27
2011-09-01,55.117142,55.334286,54.388573,54.432858,49.163162,85931300,53.51,52.82,49.33
2011-09-02,53.534286,54.0,53.118572,53.435715,48.262543,109734800,53.51,52.94,49.38
2011-09-06,52.48143,54.332859,52.354286,54.248573,48.996708,127424500,53.7,53.09,49.43
2011-09-07,55.080002,55.085712,54.57143,54.847141,49.537334,87644200,53.77,53.24,49.49
2011-09-08,54.628571,55.515713,54.615715,54.877144,49.564434,104039600,53.92,53.38,49.54
2011-09-09,54.847141,55.142857,53.574287,53.925713,48.705109,141203300,53.94,53.5,49.59
2011-09-12,53.285713,54.41143,53.128571,54.277142,49.022514,116958100,53.96,53.63,49.63
2011-09-13,54.591427,55.172855,54.32143,54.945713,49.626366,110140100,53.97,53.75,49.68
2011-09-14,55.28857,56.029999,55.10857,55.614285,50.230202,133681100,54.04,53.86,49.74
2011-09-15,55.918571,56.237144,55.700001,56.137142,50.702454,104454700,54.13,53.98,49.79
2011-09-16,56.505714,57.214287,56.432858,57.214287,51.675316,174628300,54.37,54.1,49.85
2011-09-19,56.714287,59.032856,56.457142,58.804287,53.111374,205965200,54.77,54.25,49.92
2011-09-20,59.32143,60.408573,58.741428,59.064285,53.34621,193938500,55.18,54.42,49.99
2011-09-21,59.94857,60.227142,58.857143,58.877144,53.177185,151494000,55.45,54.59,50.06
2011-09-22,57.290001,58.545715,56.671429,57.402859,51.845631,242120200,55.63,54.71,50.12
2011-09-23,57.182858,58.105713,57.121429,57.757141,52.165615,136569300,55.85,54.85,50.17
2011-09-26,57.122856,57.71143,55.900002,57.595715,52.019802,203219100,55.99,54.96,50.23
2011-09-27,58.389999,58.464287,56.865715,57.037144,51.51532,158124400,56.06,55.03,50.29
2011-09-28,57.169998,57.677143,56.644287,56.715714,51.225002,107409400,56.11,55.09,50.34
2011-09-29,57.417141,57.458572,55.172855,55.795715,50.394073,162771700,56.15,55.1,50.39
2011-09-30,55.302856,55.555714,54.454285,54.474285,49.200573,136910200,56.15,55.08,50.44
2011-10-03,54.33857,54.662857,53.310001,53.514286,48.333511,167274800,56.16,55.03,50.48
2011-10-04,53.509998,54.542858,50.605713,53.214287,48.062561,308419300,56.1,54.95,50.51
2011-10-05,52.55143,54.259998,51.471428,54.035713,48.804451,196617400,56.06,54.88,50.55
2011-10-06,53.332859,54.968571,53.114285,53.91,48.690914,203145600,56.02,54.84,50.59
2011-10-07,53.682858,53.962856,52.64143,52.828571,47.714188,133864500,55.96,54.77,50.62
2011-10-10,54.155716,55.544285,54.029999,55.544285,50.166985,110628700,56.02,54.77,50.67
2011-10-11,56.081429,57.597141,55.92857,57.184284,51.648209,151421900,56.14,54.78,50.72
2011-10-12,58.191429,58.464287,57.162857,57.455715,51.89336,155571500,56.23,54.82,50.78
2011-10-13,57.854286,58.347141,57.549999,58.347141,52.69849,106546300,56.34,54.86,50.84
2011-10-14,59.547142,60.285713,59.324287,60.285713,54.44939,143341800,56.49,54.99,50.91
2011-10-17,60.248573,60.957142,59.419998,59.998573,54.190048,171511200,56.55,55.12,50.98
2011-10-18,60.251427,60.687141,59.427143,60.32,54.480362,220400600,56.61,55.32,51.04
2011-10-19,57.335712,58.345715,56.828571,56.945713,51.432735,276014900,56.52,55.39,51.09
2011-10-20,57.142857,57.192856,56.315716,56.472858,51.005665,137317600,56.47,55.48,51.14
2011-10-21,56.871429,57.02,55.82143,56.124287,50.690842,155311100,56.39,55.54,51.18
2011-10-24,56.597141,58.07143,56.485714,57.967144,52.355282,125534500,56.41,55.62,51.23
2011-10-25,57.861427,58.078571,56.76857,56.824287,51.323067,107606800,56.4,55.66,51.27
2011-10-26,57.394287,57.507141,56.164288,57.228573,51.688213,114076200,56.42,55.72,51.31
2011-10-27,58.222858,58.42857,57.412857,57.812859,52.215939,123666200,56.52,55.79,51.35
2011-10-28,57.57143,58.049999,57.501427,57.849998,52.249489,80710700,56.69,55.9,51.39
2011-10-31,57.488571,58.475716,57.292858,57.825714,52.227547,96375300,56.91,56.04,51.44
2011-11-01,56.772858,57.07143,56.174286,56.644287,51.160496,132947500,57.08,56.15,51.47
2011-11-02,57.155716,57.205715,56.444286,56.772858,51.276623,81837700,57.22,56.22,51.52
2011-11-03,57.009998,57.628571,56.48,57.581429,52.006908,110346600,57.4,56.3,51.57
2011-11-04,57.432858,57.634285,57.022858,57.177143,51.641758,75557300,57.62,56.37,51.62
2011-11-07,57.130001,57.142857,56.59,57.104286,51.575966,67568900,57.7,56.42,51.66
2011-11-08,57.458572,58.285713,57.365715,58.032856,52.414639,100110500,57.74,56.46,51.71
2011-11-09,56.709999,57.27,56.318573,56.468571,51.001797,139671000,57.69,56.48,51.75
2011-11-10,56.718571,56.744286,54.592857,55.031429,49.703777,186188100,57.52,56.48,51.78
2011-11-11,55.23,55.528572,54.322857,54.945713,49.626366,163446500,57.26,56.49,51.81
2011-11-14,54.78857,55.035713,54.028572,54.18,48.934772,108226300,56.97,56.5,51.84
2011-11-15,54.400002,55.642857,54.207142,55.547142,50.169567,107702700,56.73,56.53,51.87
2011-11-16,55.607143,55.877144,54.902859,54.967144,49.645714,87302600,56.63,56.53,51.9
2011-11-17,54.854286,54.939999,53.642857,53.915714,48.696079,119975100,56.5,56.51,51.92
2011-11-18,54.131428,54.284286,53.554287,53.562859,48.377373,92984500,56.37,56.51,51.95
2011-11-21,52.914288,53.097141,52.272858,52.715714,47.612251,111995100,56.11,56.48,51.96
2011-11-22,53.002857,53.990002,52.991428,53.787144,48.579952,102255300,55.96,56.45,51.97
2011-11-23,53.501427,53.691429,52.41143,52.427143,47.351616,107067800,55.72,56.39,51.98
2011-11-25,52.631428,53.021427,51.902859,51.938572,46.910339,63690200,55.42,56.3,51.99
2011-11-28,53.192856,53.817142,52.904285,53.73143,48.529633,86603300,55.22,56.23,52.0
2011-11-29,53.691429,54.118572,52.885715,53.314285,48.152882,93963800,54.99,56.13,52.01
2011-11-30,54.470001,54.611427,54.042858,54.599998,49.314114,101484600,54.89,56.04,52.02
2011-12-01,54.648571,55.57143,54.392857,55.418571,50.053432,96795300,54.82,55.97,52.04
2011-12-02,55.689999,56.232857,55.511429,55.671429,50.281822,94763900,54.73,55.93,52.07
2011-12-05,56.212856,56.630001,55.77,56.144287,50.708904,89302500,54.68,55.9,52.1
2011-12-06,56.072857,56.375713,55.625713,55.849998,50.443104,70899500,54.61,55.86,52.13
2011-12-07,55.704285,55.848572,55.251427,55.584286,50.203117,76186600,54.49,55.84,52.17
2011-12-08,55.921429,56.5,55.747143,55.808571,50.405678,94089100,54.46,55.82,52.2
2011-12-09,56.121429,56.291428,55.861427,56.23143,50.787605,74248300,54.52,55.83,52.23
2011-12-12,55.954285,56.271427,55.635715,55.977142,50.557934,75266800,54.57,55.86,52.26
2011-12-13,56.142857,56.485714,55.299999,55.544285,50.166985,84732200,54.64,55.9,52.29
2011-12-14,55.242859,55.34,53.954285,54.312859,49.054768,101721900,54.58,55.92,52.31
2011-12-15,54.761429,54.82,54.044285,54.134285,48.893501,64050000,54.53,55.92,52.32
2011-12-16,54.337143,54.878571,54.224285,54.431427,49.161869,105369600,54.56,55.93,52.34
2011-12-19,54.638573,54.978573,54.354286,54.601429,49.315403,58882600,54.61,55.97,52.36
2011-12-20,55.394287,56.585712,55.322857,56.564285,51.088242,84303800,54.8,55.99,52.39
2011-12-21,56.669998,56.757141,56.001427,56.635715,51.152752,65737000,54.95,55.98,52.42
2011-12-22,56.714287,57.01857,56.585712,56.935715,51.423706,50589700,55.17,55.97,52.45
2011-12-23,57.098572,57.655716,57.07,57.618572,52.040451,67349800,55.46,55.95,52.49
2011-12-27,57.585712,58.441429,57.574287,58.075714,52.453342,66269000,55.67,55.91,52.53
2011-12-28,58.127144,58.32143,57.334286,57.52,51.951424,57165500,55.88,55.86,52.57
2011-12-29,57.628571,57.950001,57.215714,57.874287,52.27142,53994500,56.05,55.81,52.62
2011-12-30,57.644287,58.040001,57.64143,57.857143,52.255932,44915500,56.17,55.83,52.67
2012-01-03,58.485714,58.92857,58.42857,58.747143,53.059765,75555200,56.32,55.87,52.73
2012-01-04,58.57143,59.240002,58.468571,59.062859,53.344917,65005500,56.47,55.93,52.78
2012-01-05,59.278572,59.792858,58.952858,59.718571,53.93716,67817400,56.66,55.97,52.84
2012-01-06,59.967144,60.392857,59.888573,60.342857,54.501007,79573200,56.9,56.04,52.9
2012-01-09,60.785713,61.107143,60.192856,60.247143,54.414555,98506100,57.12,56.1,52.95
2012-01-10,60.844284,60.857143,60.214287,60.462856,54.60939,64549100,57.33,56.15,53.0
2012-01-11,60.382858,60.407143,59.901428,60.364285,54.520359,53771200,57.55,56.2,53.06
2012-01-12,60.325714,60.414288,59.82143,60.19857,54.370689,53146800,57.79,56.25,53.11
2012-01-13,59.957142,60.064285,59.808571,59.972858,54.166824,56505400,58.07,56.31,53.16
2012-01-17,60.599998,60.855713,60.422855,60.671429,54.797764,60724300,58.4,56.39,53.21
2012-01-18,60.994286,61.352856,60.900002,61.30143,55.366776,69197800,58.74,56.47,53.27
2012-01-19,61.450001,61.624287,60.93,61.107143,55.191292,65434600,59.06,56.55,53.33
2012-01-20,61.07,61.07143,59.964287,60.042858,54.230045,103493600,59.24,56.6,53.39
2012-01-23,60.381428,61.207142,60.328571,61.058571,55.147419,76515600,59.46,56.66,53.46
2012-01-24,60.728573,60.728573,59.935715,60.058571,54.244244,136909500,59.62,56.74,53.51
2012-01-25,64.919998,64.921425,63.389999,63.808571,57.631199,239578500,59.92,56.91,53.59
2012-01-26,64.05143,64.112854,63.305714,63.51857,57.369267,80996300,60.2,57.08,53.67
2012-01-27,63.477142,64.068573,63.395714,63.897144,57.711193,74927300,60.52,57.28,53.76
2012-01-30,63.672855,64.842857,63.627144,64.715714,58.450512,94835300,60.86,57.46,53.84
2012-01-31,65.084282,65.46286,64.724289,65.211426,58.898239,97920900,61.23,57.67,53.93
2012-02-01,65.487144,65.57,65.078575,65.169998,58.860821,67511500,61.55,57.89,54.02
2012-02-02,65.128571,65.309998,64.854286,65.017143,58.722767,46699100,61.84,58.12,54.11
2012-02-03,65.328575,65.714287,65.080002,65.668571,59.311134,71649900,62.14,58.38,54.2
2012-02-06,65.482857,66.425713,65.457146,66.281425,59.864655,62353200,62.44,58.63,54.28
2012-02-07,66.464287,67.10714,66.368568,66.975716,60.491726,79055900,62.78,58.92,54.37
2012-02-08,67.214287,68.112854,67.099998,68.097145,61.504589,101972500,63.16,59.24,54.46
2012-02-09,68.68,70.964287,68.651428,70.452858,63.63224,221053700,63.66,59.58,54.56
2012-02-10,70.137146,71.08857,69.792854,70.488571,63.664501,157825500,64.18,59.92,54.66
2012-02-13,71.361427,71.975716,71.012856,71.800003,64.848984,129304000,64.77,60.27,54.77
2012-02-14,72.094284,72.794289,71.714287,72.779999,65.7341,115099600,65.37,60.61,54.89
2012-02-15,73.465714,75.184288,70.984283,71.095711,64.212868,376530000,65.86,60.92,54.99
2012-02-16,70.214287,72.127144,69.51857,71.744286,64.798653,236138000,66.39,61.23,55.1
2012-02-17,71.872856,72.538574,71.471428,71.73143,64.787025,133951300,66.98,61.55,55.21
2012-02-21,72.41143,73.550003,72.017143,73.550003,66.429543,151398800,67.6,61.91,55.33
2012-02-22,73.297142,73.641426,72.724289,73.291428,66.195999,120825600,68.26,62.26,55.45
2012-02-23,73.582855,73.975716,72.785713,73.769997,66.628242,142006900,68.76,62.61,55.57
2012-02-24,74.238571,74.699997,74.091431,74.629997,67.404991,103768000,69.32,62.98,55.7
2012-02-27,74.472855,75.5,73.754288,75.108574,67.83725,136895500,69.88,63.37,55.82
2012-02-28,75.422859,76.487144,75.121429,76.487144,69.082344,150096800,70.47,63.82,55.96
2012-02-29,77.365715,78.230003,76.528572,77.491432,69.989418,238002800,71.08,64.29,56.1
2012-03-01,78.309998,78.315712,76.96714,77.781425,70.251305,170817500,71.71,64.75,56.25
2012-03-02,77.748573,78.114288,77.502853,77.882858,70.342949,107928100,72.36,65.22,56.4
2012-03-05,77.917145,78.211426,75.14286,76.165718,68.792038,202281100,72.88,65.61,56.54
2012-03-06,74.808571,76.241432,73.745712,75.751427,68.417847,202559700,73.35,65.99,56.68
2012-03-07,76.685715,76.825714,74.757141,75.812859,68.473335,199630200,73.8,66.37,56.82
2012-03-08,76.384285,77.57,76.017143,77.427139,69.931335,129114300,74.26,66.77,56.96
2012-03-09,77.744286,78.248573,77.587143,77.881432,70.341652,104729800,74.63,67.16,57.12
2012-03-12,78.425713,78.85714,78.14286,78.85714,71.2229,101820600,75.05,67.59,57.27
2012-03-13,79.648575,81.168571,79.39286,81.157143,73.300224,172713800,75.52,68.05,57.44
2012-03-14,82.578575,84.959999,82.199997,84.225716,76.071724,354711000,76.09,68.58,57.62
2012-03-15,85.658569,85.715714,82.650002,83.651428,75.55304,289929500,76.72,69.08,57.79
2012-03-16,83.531425,84.171425,82.571426,83.652855,75.554337,206371900,77.32,69.57,57.96
2012-03-19,85.48143,85.96714,84.150002,85.871429,77.558121,225309000,78.02,70.09,58.14
2012-03-20,85.644287,86.699997,84.497147,86.565712,78.185188,204165500,78.67,70.62,58.33
2012-03-21,86.105713,87.092857,85.915718,86.071426,77.738777,161010500,79.31,71.14,58.52
2012-03-22,85.397141,86.35714,85.075714,85.620003,77.331047,155967700,79.9,71.64,58.71
2012-03-23,85.784286,85.971428,84.914284,85.150002,76.906555,107622200,80.43,72.13,58.9
2012-03-26,85.684288,86.735718,85.03714,86.711426,78.316795,148935500,81.01,72.66,59.09
2012-03-27,86.597145,88.040001,86.580002,87.78286,79.2845,151782400,81.58,73.22,59.3
2012-03-28,88.339996,88.778572,87.187141,88.23143,79.689644,163865100,82.11,73.77,59.51
2012-03-29,87.540001,88.080002,86.747147,87.122856,78.688408,152059600,82.58,74.29,59.7
2012-03-30,86.96714,87.222855,85.419998,85.650002,77.358154,182759500,82.97,74.78,59.9
2012-04-02,85.975716,88.395714,85.76857,88.375717,79.819962,149587900,83.58,75.35,60.11
2012-04-03,89.614288,90.315712,88.93,89.902855,81.199257,208639900,84.29,75.92,60.33
2012-04-04,89.192856,89.408569,88.14286,89.187141,80.552856,143245200,84.95,76.51,60.55
2012-04-05,89.568573,90.665718,89.057144,90.525711,81.761826,160324500,85.61,77.04,60.77
2012-04-09,89.447144,91.405716,89.328575,90.889999,82.090828,149384200,86.26,77.59,60.99
2012-04-10,91.418571,92.0,89.428574,89.777145,81.085724,222431300,86.81,78.1,61.21
2012-04-11,90.885712,90.98143,89.048569,89.457146,80.796707,174153700,87.22,78.6,61.42
2012-04-12,89.285713,90.190002,88.64286,88.96714,80.354141,153584200,87.46,79.07,61.63
2012-04-13,89.158569,89.242859,86.215714,86.461426,78.091011,214911200,87.6,79.5,61.82
2012-04-16,87.151428,87.182854,82.60714,82.875717,74.85244,262696700,87.56,79.86,62.0
2012-04-17,82.705711,87.14286,81.701431,87.099998,78.667747,256382000,87.62,80.29,62.19
2012-04-18,87.674286,88.60714,86.101425,86.905716,78.492287,238632800,87.64,80.7,62.38
2012-04-19,85.745712,86.389999,83.502853,83.919998,75.795631,208679800,87.53,81.04,62.55
2012-04-20,84.482857,84.945717,81.488571,81.854286,73.929886,257746300,87.34,81.31,62.71
2012-04-23,81.515717,82.381432,79.517143,81.671425,73.764725,241632300,87.17,81.54,62.86
2012-04-24,80.372856,81.098572,79.285713,80.040001,72.291245,269037300,86.83,81.73,63.01
2012-04-25,87.94857,88.285713,86.571426,87.14286,78.706467,226444400,86.8,82.04,63.19
2012-04-26,87.752853,87.812859,86.01857,86.814285,78.409706,134017100,86.73,82.32,63.37
2012-04-27,86.438568,86.597145,85.785713,86.14286,77.803276,101680600,86.68,82.62,63.55
2012-04-30,85.400002,85.485718,83.285713,83.425713,75.349182,126536200,86.57,82.85,63.71
2012-05-01,83.557144,85.251427,83.03286,83.16143,75.110481,152749800,86.31,83.08,63.86
2012-05-02,82.891426,83.914284,82.694283,83.711426,75.607231,106847300,86.0,83.28,64.01
2012-05-03,84.35714,84.485718,82.900002,83.117142,75.070496,97637400,85.7,83.48,64.16
2012-05-04,82.440002,82.622856,80.738571,80.75,72.932503,132498100,85.21,83.62,64.29
2012-05-07,80.214287,81.824287,80.175713,81.354286,73.478302,115029600,84.73,83.75,64.42
2012-05-08,81.368568,81.64286,79.818573,81.168571,73.31057,124313000,84.3,83.87,64.54
2012-05-09,80.528572,81.997147,80.121429,81.311432,73.439568,120176000,83.89,83.97,64.66
2012-05-10,82.082855,82.26857,81.205711,81.502853,73.61248,83300000,83.52,84.05,64.78
2012-05-11,80.714287,82.067146,80.621429,80.958572,73.120903,99886500,83.25,84.11,64.91
2012-05-14,80.367142,81.072861,79.657143,79.745712,72.025421,88156600,83.09,84.15,65.03
2012-05-15,80.207146,80.459999,78.821426,79.024284,71.373848,119084000,82.69,84.21,65.14
2012-05-16,79.150002,79.555717,77.291428,78.011429,70.459061,140224000,82.24,84.25,65.25
2012-05-17,77.901428,78.214287,75.73143,75.73143,68.399803,179305000,81.83,84.25,65.35
