Date,Open,High,Low,Close,Adj Close,Volume
2015-01-06,106.540001,107.43,104.629997,106.260002,101.346321,65797100
2015-01-07,107.199997,108.199997,106.699997,107.75,102.767426,40105900
2015-01-08,109.230003,112.150002,108.699997,111.889999,106.715965,59364500
2015-01-09,112.669998,113.25,110.209999,112.010002,106.830429,53699500
2015-01-12,112.599998,112.629997,108.800003,109.25,104.198059,49650800
2015-01-13,111.43,112.800003,108.910004,110.220001,105.123199,67091900
2015-01-14,109.040001,110.489998,108.5,109.800003,104.722626,48337000
2015-01-15,110.0,110.059998,106.660004,106.82,101.880417,60014000
2015-01-16,107.029999,107.580002,105.199997,105.989998,101.088806,78513300
2015-01-20,107.839996,108.970001,106.5,108.720001,103.692566,49899900
2015-01-21,108.949997,111.059998,108.269997,109.550003,104.484184,48575900
2015-01-22,110.260002,112.470001,109.720001,112.400002,107.202393,53796400
2015-01-23,112.300003,113.75,111.529999,112.980003,107.755585,46464800
2015-01-26,113.739998,114.360001,112.800003,113.099998,107.870018,55615000
2015-01-27,112.419998,112.480003,109.029999,109.139999,104.09314,95568700
2015-01-28,117.629997,118.120003,115.309998,115.309998,109.977829,146477100
2015-01-29,116.32,119.190002,115.559998,118.900002,113.401825,84436400
2015-01-30,118.400002,120.0,116.849998,117.160004,111.742279,83745500
2015-02-02,118.050003,119.169998,116.080002,118.629997,113.144295,62739100
2015-02-03,118.5,119.089996,117.610001,118.650002,113.163368,51915700
2015-02-04,118.5,120.510002,118.309998,119.559998,114.031303,70149700
2015-02-05,120.019997,120.230003,119.25,119.940002,114.845192,42246200
2015-02-06,120.019997,120.25,118.449997,118.93,113.87809,43706600
2015-02-09,118.550003,119.839996,118.43,119.720001,114.634529,38889800
2015-02-10,120.169998,122.150002,120.160004,122.019997,116.836838,62008500
2015-02-11,122.769997,124.919998,122.5,124.879997,119.575348,73561800
2015-02-12,126.059998,127.480003,125.57,126.459999,121.088242,74474500
2015-02-13,127.279999,127.279999,125.650002,127.080002,121.681908,54272200
2015-02-17,127.489998,128.880005,126.919998,127.830002,122.400032,63152400
2015-02-18,127.629997,128.779999,127.449997,128.720001,123.252251,44891700
2015-02-19,128.479996,129.029999,128.330002,128.449997,122.993698,37362400
2015-02-20,128.619995,129.5,128.050003,129.5,123.999123,48948400
2015-02-23,130.020004,133.0,129.660004,133.0,127.350426,70974100
2015-02-24,132.940002,133.600006,131.169998,132.169998,126.555687,69228100
2015-02-25,131.559998,131.600006,128.149994,128.789993,123.319275,74711700
2015-02-26,128.789993,130.869995,126.610001,130.419998,124.88002,91287500
2015-02-27,130.0,130.570007,128.240005,128.460007,123.003296,62014800
2015-03-02,129.25,130.279999,128.300003,129.089996,123.606514,48096700
2015-03-03,128.960007,129.520004,128.089996,129.360001,123.865051,37816300
2015-03-04,129.100006,129.559998,128.320007,128.539993,123.079872,31666300
2015-03-05,128.580002,128.75,125.760002,126.410004,121.040375,56517100
2015-03-06,128.399994,129.369995,126.260002,126.599998,121.222282,72842100
2015-03-09,127.959999,129.570007,125.059998,127.139999,121.739349,88528500
2015-03-10,126.410004,127.220001,123.800003,124.510002,119.221069,68856600
2015-03-11,124.75,124.769997,122.110001,122.239998,117.047485,68939000
2015-03-12,122.309998,124.900002,121.629997,124.449997,119.163605,48362700
2015-03-13,124.400002,125.400002,122.580002,123.589996,118.340141,51827300
2015-03-16,123.879997,124.949997,122.870003,124.949997,119.642372,35874300
2015-03-17,125.900002,127.32,125.650002,127.040001,121.643593,51023100
2015-03-18,127.0,129.160004,126.370003,128.470001,123.012856,65270900
2015-03-19,128.75,129.25,127.400002,127.5,122.084068,45809500
2015-03-20,128.25,128.399994,125.160004,125.900002,120.552032,68695100
