Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,30.620001,31.1,30.59,30.950001,25.40984,38409100
2010-01-05,30.85,31.1,30.639999,30.959999,25.418049,49749600
2010-01-06,30.879999,31.08,30.52,30.77,25.262056,58182400
2010-01-07,30.629999,30.700001,30.190001,30.450001,24.999338,50559700
2010-01-08,30.280001,30.879999,30.24,30.66,25.171749,51197400
2010-01-11,30.709999,30.76,30.120001,30.27,24.851563,68754700
